timestamp,production_kw,consumption_kw,consumption_xgb,feed_in_kw,feed_in_xgb,grid_consumption_kw
2023-01-01 08:45:00,0.4,5.2,4.965929,0.0,0.0,4.8
2023-01-01 09:00:00,1.2,4.8,4.6093426,0.0,0.024880657,3.6
2023-01-01 09:15:00,6.0,4.800000000000001,5.4063206,1.6,1.5150784,0.4
2023-01-01 09:30:00,9.0,5.0,5.0417504,4.0,4.6132884,0.0
2023-01-01 09:45:00,15.6,4.799999999999999,5.2081184,10.8,11.404962,0.0
2023-01-01 10:00:00,17.8,4.800000000000001,5.005013,13.0,12.336114,0.0
2023-01-01 10:15:00,20.4,4.999999999999998,5.080676,15.4,14.540824,0.0
2023-01-01 10:30:00,17.6,4.800000000000001,4.946665,12.8,12.110679,0.0
2023-01-01 10:45:00,5.8,5.600000000000001,5.314109,0.6,0.9161644,0.4
2023-01-01 11:00:00,3.0,5.0,4.885704,0.0,0.08816835,2.0
2023-01-01 11:15:00,2.2,5.2,5.1218467,0.0,0.20475936,3.0
2023-01-01 11:30:00,3.4,5.0,5.1420546,0.0,0.23177281,1.6
2023-01-01 11:45:00,2.6,5.0,5.080905,0.0,0.0,2.4
2023-01-01 12:00:00,3.6,5.0,4.7590914,0.0,0.16126738,1.4
2023-01-01 12:15:00,4.0,4.8,4.8677254,0.2,0.3265743,1.0
2023-01-01 12:30:00,3.4,5.0,4.880829,0.0,0.018339576,1.6
2023-01-01 12:45:00,5.0,5.199999999999999,5.176456,0.4,0.41606647,0.6
2023-01-01 13:00:00,6.8,5.199999999999999,5.0590725,1.6,1.7092239,0.0
2023-01-01 13:15:00,7.8,5.0,5.0857916,2.8,2.5379198,0.0
2023-01-01 13:30:00,7.8,5.199999999999999,5.0857916,2.6,2.5379198,0.0
2023-01-01 13:45:00,10.0,5.0,5.1824627,5.0,5.021993,0.0
2023-01-01 14:00:00,7.4,5.0,5.114029,2.4,2.2565548,0.0
2023-01-01 14:15:00,3.6,5.0,5.07736,0.2,0.09257573,1.6
2023-01-01 14:30:00,2.4,5.199999999999999,4.9574604,0.0,0.0,2.8
2023-01-01 14:45:00,3.0,4.8,4.8043294,0.0,0.0,1.8
2023-01-01 15:00:00,2.2,5.2,5.106107,0.0,0.058740962,3.0
2023-01-01 15:15:00,1.2,5.2,5.0924664,0.0,0.0,4.0
2023-01-01 15:30:00,1.0,4.8,4.9114842,0.0,0.0,3.8
2023-01-01 15:45:00,0.6,5.199999999999999,4.9269857,0.0,0.053871125,4.6
2023-01-01 16:00:00,0.2,5.0,5.077615,0.0,0.0,4.8
2023-01-01 16:15:00,0.0,5.2,5.4052296,0.0,0.0,5.2
2023-01-01 16:30:00,0.0,5.8,5.8336754,0.0,0.0,5.8
2023-01-01 16:45:00,0.0,6.2,6.164703,0.0,0.0,6.2
2023-01-01 17:00:00,0.0,6.0,5.961796,0.0,0.0,6.0
2023-01-01 17:15:00,0.0,6.2,6.153271,0.0,0.0,6.2
2023-01-01 17:30:00,0.0,6.0,5.961796,0.0,0.0,6.0
2023-01-01 17:45:00,0.0,5.8,5.8222437,0.0,0.0,5.8
2023-01-01 18:00:00,0.0,6.0,6.0082703,0.0,0.0,6.0
2023-01-01 18:15:00,0.0,6.2,6.1997457,0.0,0.0,6.2
2023-01-01 18:30:00,0.0,6.2,6.1997457,0.0,0.0,6.2
2023-01-01 18:45:00,0.0,6.4,6.429328,0.0,0.0,6.4
2023-01-01 19:00:00,0.0,6.2,6.2242103,0.0,0.008703541,6.2
2023-01-01 19:15:00,0.0,5.8,5.88295,0.0,0.008703541,5.8
2023-01-01 19:30:00,0.0,6.2,6.2242103,0.0,0.008703541,6.2
2023-01-01 19:45:00,0.0,6.0,6.032735,0.0,0.008703541,6.0
2023-01-01 20:00:00,0.0,6.2,6.2242103,0.0,0.0,6.2
2023-01-01 20:15:00,0.0,6.4,6.4537926,0.0,0.0,6.4
2023-01-01 20:30:00,0.0,6.2,6.2242103,0.0,0.0,6.2
2023-01-01 20:45:00,0.0,6.0,6.032735,0.0,0.0,6.0
2023-01-01 21:00:00,0.0,6.2,6.2303014,0.0,0.0,6.2
2023-01-01 21:15:00,0.0,6.0,6.038826,0.0,0.0,6.0
2023-01-01 21:30:00,0.0,6.2,6.2303014,0.0,0.0,6.2
2023-01-01 21:45:00,0.0,6.2,6.2303014,0.0,0.0,6.2
2023-01-01 22:00:00,0.0,6.0,5.918165,0.0,0.0,6.0
2023-01-01 22:15:00,0.0,5.4,5.3799224,0.0,0.0,5.4
2023-01-01 22:30:00,0.0,5.4,5.3799224,0.0,0.0,5.4
2023-01-01 22:45:00,0.0,5.6,5.59135,0.0,0.0,5.6
2023-01-01 23:00:00,0.0,5.4,5.3670053,0.0,0.0,5.4
2023-01-01 23:15:00,0.0,5.4,5.3670053,0.0,0.0,5.4
2023-01-01 23:30:00,0.0,5.4,5.3670053,0.0,0.0,5.4
2023-01-01 23:45:00,0.0,5.8,5.755463,0.0,0.0,5.8
2023-01-02 00:00:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 00:15:00,0.0,5.6,5.507044,0.0,0.0050877705,5.6
2023-01-02 00:30:00,0.0,5.2,5.1473365,0.0,0.0020371366,5.2
2023-01-02 00:45:00,0.0,5.2,5.1473365,0.0,0.0020371366,5.2
2023-01-02 01:00:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 01:15:00,0.0,5.2,5.1473365,0.0,0.0020371366,5.2
2023-01-02 01:30:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 01:45:00,0.0,5.2,5.1473365,0.0,0.0020371366,5.2
2023-01-02 02:00:00,0.0,5.6,5.507044,0.0,0.0050877705,5.6
2023-01-02 02:15:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 02:30:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 02:45:00,0.0,5.0,4.723096,0.0,0.0020371366,5.0
2023-01-02 03:00:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 03:15:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 03:30:00,0.0,5.6,5.507044,0.0,0.0050877705,5.6
2023-01-02 03:45:00,0.0,5.4,5.326377,0.0,0.0050877705,5.4
2023-01-02 04:00:00,0.0,5.4,5.3222647,0.0,0.0050877705,5.4
2023-01-02 04:15:00,0.0,5.4,5.3222647,0.0,0.0050877705,5.4
2023-01-02 04:30:00,0.0,5.4,5.3222647,0.0,0.0050877705,5.4
2023-01-02 04:45:00,0.0,5.2,5.1432242,0.0,0.0020371366,5.2
2023-01-02 05:00:00,0.0,5.4,5.3836923,0.0,0.0050877705,5.4
2023-01-02 05:15:00,0.0,6.2,6.068608,0.0,0.006256285,6.2
2023-01-02 05:30:00,0.0,6.2,6.068608,0.0,0.006256285,6.2
2023-01-02 05:45:00,0.0,6.0,5.8820233,0.0,0.006256285,6.0
2023-01-02 06:00:00,0.0,6.0,6.6364264,0.0,0.006256285,6.0
2023-01-02 06:15:00,0.0,6.0,6.6364264,0.0,0.006256285,6.0
2023-01-02 06:30:00,0.0,6.2,6.7227554,0.0,0.006256285,6.2
2023-01-02 06:45:00,0.0,6.0,6.6364264,0.0,0.006256285,6.0
2023-01-02 07:00:00,0.0,5.6,7.336949,0.0,0.0044602593,5.6
2023-01-02 07:15:00,0.0,6.4,7.7541065,0.0,0.005536532,6.4
2023-01-02 07:30:00,0.0,6.2,7.67,0.0,0.005628774,6.2
2023-01-02 07:45:00,0.0,6.0,7.583671,0.0,0.005628774,6.0
2023-01-02 08:00:00,0.0,6.0,8.512435,0.0,0.0,6.0
2023-01-02 08:15:00,0.0,5.8,8.400856,0.0,0.0,5.8
2023-01-02 08:30:00,0.0,5.8,8.400856,0.0,0.0,5.8
2023-01-02 08:45:00,0.4,5.4,7.7686315,0.0,0.0,5.0
2023-01-02 09:00:00,1.0,5.0,6.9247417,0.0,1.2638264,4.0
2023-01-02 09:15:00,2.6,5.0,6.3526907,0.0,0.0,2.4
2023-01-02 09:30:00,5.0,5.0,5.5179234,0.4,0.026000615,0.4
2023-01-02 09:45:00,5.4,4.800000000000001,5.284822,0.6,0.0,0.0
2023-01-02 10:00:00,4.0,5.2,5.86627,0.0,0.28524837,1.2
2023-01-02 10:15:00,3.8,5.0,5.6538324,0.0,0.28524837,1.2
2023-01-02 10:30:00,3.4,5.0,5.9276853,0.0,0.31769386,1.6
2023-01-02 10:45:00,6.2,5.0,6.65805,1.4,0.38760924,0.2
2023-01-02 11:00:00,8.2,5.199999999999999,5.956324,3.0,2.8120298,0.0
2023-01-02 11:15:00,16.0,5.0,10.055904,11.0,6.2471566,0.0
2023-01-02 11:30:00,7.8,5.0,6.923163,3.0,1.2266041,0.2
2023-01-02 11:45:00,5.6,5.0,4.848336,0.6,1.9825085,0.0
2023-01-02 12:00:00,7.8,5.0,5.697423,2.8,2.750817,0.0
2023-01-02 12:15:00,9.6,4.8,6.410013,4.8,3.2842853,0.0
2023-01-02 12:30:00,8.6,5.0,6.1053634,3.6,2.9736118,0.0
2023-01-02 12:45:00,9.0,5.0,6.3442984,4.0,2.9819326,0.0
2023-01-02 13:00:00,9.0,5.4,6.27676,3.6,2.9801621,0.0
2023-01-02 13:15:00,7.6,5.199999999999999,5.5812206,2.4,2.6777153,0.0
2023-01-02 13:30:00,5.4,4.800000000000001,5.5866284,0.8,1.8722591,0.2
2023-01-02 13:45:00,2.6,5.0,6.212648,0.0,1.2962658,2.4
2023-01-02 14:00:00,1.2,5.0,6.3566475,0.0,0.35019648,3.8
2023-01-02 14:15:00,0.6,5.199999999999999,6.4789324,0.0,0.10273304,4.6
2023-01-02 14:30:00,0.2,5.0,6.2062135,0.0,0.1580643,4.8
2023-01-02 14:45:00,0.2,4.8,6.031064,0.0,0.11393441,4.6
2023-01-02 15:00:00,0.2,5.2,6.4918056,0.0,0.06720716,5.0
2023-01-02 15:15:00,0.0,5.0,6.589888,0.0,0.07009898,5.0
2023-01-02 15:30:00,0.4,5.0,6.1022506,0.0,0.036546234,4.6
2023-01-02 15:45:00,0.4,5.2,6.2774005,0.0,0.07462735,4.8
2023-01-02 16:00:00,0.4,5.0,5.317276,0.0,0.032709777,4.6
2023-01-02 16:15:00,0.0,5.0,5.1954827,0.0,0.0,5.0
2023-01-02 16:30:00,0.0,5.6,5.959345,0.0,0.0,5.6
2023-01-02 16:45:00,0.0,6.0,6.2432547,0.0,0.0,6.0
2023-01-02 17:00:00,0.0,6.0,6.206952,0.0,0.0,6.0
2023-01-02 17:15:00,0.0,6.0,6.206952,0.0,0.0,6.0
2023-01-02 17:30:00,0.0,6.0,6.206952,0.0,0.0,6.0
2023-01-02 17:45:00,0.0,6.2,6.3606496,0.0,0.0,6.2
2023-01-02 18:00:00,0.0,5.8,5.991497,0.0,0.015931774,5.8
2023-01-02 18:15:00,0.0,6.2,6.30112,0.0,0.015931774,6.2
2023-01-02 18:30:00,0.0,6.0,6.1474223,0.0,0.015931774,6.0
2023-01-02 18:45:00,0.0,6.0,6.1474223,0.0,0.015931774,6.0
2023-01-02 19:00:00,0.0,6.0,5.988831,0.0,0.034015115,6.0
2023-01-02 19:15:00,0.0,5.6,5.6925125,0.0,0.032162476,5.6
2023-01-02 19:30:00,0.0,6.2,6.1425285,0.0,0.034015115,6.2
2023-01-02 19:45:00,0.0,6.0,5.988831,0.0,0.034015115,6.0
2023-01-02 20:00:00,0.0,6.0,5.991078,0.0,0.014007876,6.0
2023-01-02 20:15:00,0.0,6.2,6.1447754,0.0,0.014007876,6.2
2023-01-02 20:30:00,0.0,6.0,5.991078,0.0,0.014007876,6.0
2023-01-02 20:45:00,0.0,6.0,5.991078,0.0,0.014007876,6.0
2023-01-02 21:00:00,0.0,6.2,6.1133685,0.0,0.012347114,6.2
2023-01-02 21:15:00,0.0,6.0,5.959671,0.0,0.012347114,6.0
2023-01-02 21:30:00,0.0,5.8,5.8037457,0.0,0.012347114,5.8
2023-01-02 21:45:00,0.0,5.8,5.8037457,0.0,0.012347114,5.8
2023-01-02 22:00:00,0.0,6.2,5.9920135,0.0,0.012347114,6.2
2023-01-02 22:15:00,0.0,5.4,5.3749776,0.0,0.010494473,5.4
2023-01-02 22:30:00,0.0,5.4,5.3749776,0.0,0.010494473,5.4
2023-01-02 22:45:00,0.0,5.2,5.217719,0.0,0.007443832,5.2
2023-01-02 23:00:00,0.0,5.4,5.3620605,0.0,0.010494473,5.4
2023-01-02 23:15:00,0.0,5.4,5.3620605,0.0,0.010494473,5.4
2023-01-02 23:30:00,0.0,5.4,5.3620605,0.0,0.010494473,5.4
2023-01-02 23:45:00,0.0,5.2,5.204802,0.0,0.007443832,5.2
2023-01-03 00:00:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 00:15:00,0.0,5.6,5.515561,0.0,0.00782282,5.6
2023-01-03 00:30:00,0.0,5.6,5.515561,0.0,0.00782282,5.6
2023-01-03 00:45:00,0.0,5.0,4.7512765,0.0,0.0047721886,5.0
2023-01-03 01:00:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 01:15:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 01:30:00,0.0,5.2,5.162603,0.0,0.0047721886,5.2
2023-01-03 01:45:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 02:00:00,0.0,5.2,5.162603,0.0,0.0047721886,5.2
2023-01-03 02:15:00,0.0,5.8,5.707307,0.0,0.0089913355,5.8
2023-01-03 02:30:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 02:45:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 03:00:00,0.0,5.2,5.162603,0.0,0.0047721886,5.2
2023-01-03 03:15:00,0.0,5.4,5.3416433,0.0,0.00782282,5.4
2023-01-03 03:30:00,0.0,5.6,5.515561,0.0,0.00782282,5.6
2023-01-03 03:45:00,0.0,5.2,5.162603,0.0,0.0047721886,5.2
2023-01-03 04:00:00,0.0,5.4,5.337531,0.0,0.00782282,5.4
2023-01-03 04:15:00,0.0,5.2,5.1584907,0.0,0.0047721886,5.2
2023-01-03 04:30:00,0.0,5.6,5.512595,0.0,0.00782282,5.6
2023-01-03 04:45:00,0.0,5.2,5.1584907,0.0,0.0047721886,5.2
2023-01-03 05:00:00,0.0,5.2,5.2191157,0.0,0.0047721886,5.2
2023-01-03 05:15:00,0.0,5.8,5.7344637,0.0,0.0089913355,5.8
2023-01-03 05:30:00,0.0,6.0,5.889739,0.0,0.0089913355,6.0
2023-01-03 05:45:00,0.0,6.2,6.0793214,0.0,0.0089913355,6.2
2023-01-03 06:00:00,0.0,6.0,6.644142,0.0,0.0089913355,6.0
2023-01-03 06:15:00,0.0,5.6,6.3255463,0.0,0.00782282,5.6
2023-01-03 06:30:00,0.0,6.2,6.733469,0.0,0.0089913355,6.2
2023-01-03 06:45:00,0.0,6.2,6.733469,0.0,0.0089913355,6.2
2023-01-03 07:00:00,0.0,6.0,7.5913863,0.0,0.008363823,6.0
2023-01-03 07:15:00,0.0,5.8,7.4798064,0.0,0.008363823,5.8
2023-01-03 07:30:00,0.0,6.2,7.680713,0.0,0.008363823,6.2
2023-01-03 07:45:00,0.0,6.0,7.5913863,0.0,0.008363823,6.0
2023-01-03 08:00:00,0.0,6.2,8.52043,0.0,0.0,6.2
2023-01-03 08:15:00,0.0,5.8,8.327941,0.0,0.0,5.8
2023-01-03 08:30:00,0.0,5.8,8.327941,0.0,0.0,5.8
2023-01-03 08:45:00,0.2,5.0,7.0695662,0.0,0.0,4.8
2023-01-03 09:00:00,1.0,5.2,6.773404,0.0,0.1672043,4.2
2023-01-03 09:15:00,2.4,5.2,6.460947,0.2,0.12782076,3.0
2023-01-03 09:30:00,13.4,4.799999999999999,7.983803,8.8,6.831078,0.2
2023-01-03 09:45:00,26.4,5.999999999999996,13.866969,20.6,14.186028,0.2
2023-01-03 10:00:00,32.0,5.800000000000001,10.103167,26.2,22.989038,0.0
2023-01-03 10:15:00,37.6,5.399999999999999,9.861242,32.2,28.605486,0.0
2023-01-03 10:30:00,41.6,5.800000000000004,9.855181,35.8,33.587257,0.0
2023-01-03 10:45:00,45.4,5.600000000000001,7.1626225,39.8,39.03886,0.0
2023-01-03 11:00:00,48.4,5.799999999999997,7.4079103,42.6,43.211918,0.0
2023-01-03 11:15:00,51.4,5.600000000000001,8.399671,45.8,45.170227,0.0
2023-01-03 11:30:00,56.6,5.200000000000003,8.232654,51.4,49.75224,0.0
2023-01-03 11:45:00,57.0,5.600000000000001,6.7727475,51.4,51.411312,0.0
2023-01-03 12:00:00,57.2,5.600000000000001,7.6489477,51.6,51.141144,0.0
2023-01-03 12:15:00,58.0,6.200000000000003,8.069066,51.8,50.83762,0.0
2023-01-03 12:30:00,59.2,6.200000000000003,8.160817,53.0,51.558277,0.0
2023-01-03 12:45:00,59.6,6.200000000000003,8.243081,53.4,51.476406,0.0
2023-01-03 13:00:00,60.8,5.599999999999994,9.277262,55.2,50.368977,0.0
2023-01-03 13:15:00,59.6,5.200000000000003,9.301374,54.4,51.217537,0.0
2023-01-03 13:30:00,52.6,5.600000000000001,10.389382,47.0,45.706764,0.0
2023-01-03 13:45:00,48.4,5.0,10.152614,43.4,41.09611,0.0
2023-01-03 14:00:00,56.6,5.200000000000003,9.612061,51.4,48.61461,0.0
2023-01-03 14:15:00,49.2,5.400000000000006,10.749794,43.8,40.126564,0.0
2023-01-03 14:30:00,17.2,5.399999999999999,8.739799,11.8,8.736296,0.0
2023-01-03 14:45:00,6.0,5.600000000000001,4.902938,0.6,3.0102327,0.2
2023-01-03 15:00:00,7.8,6.0,5.4215217,1.8,3.0915003,0.0
2023-01-03 15:15:00,6.4,5.4,5.862259,1.2,1.6583985,0.2
2023-01-03 15:30:00,2.2,5.0,6.0850735,0.0,0.0,2.8
2023-01-03 15:45:00,1.0,5.0,6.180986,0.0,0.0,4.0
2023-01-03 16:00:00,0.4,5.0,5.612117,0.0,0.0,4.6
2023-01-03 16:15:00,0.4,5.0,5.612117,0.0,0.0,4.6
2023-01-03 16:30:00,0.0,5.2,5.915067,0.0,0.0,5.2
2023-01-03 16:45:00,0.0,5.8,6.360282,0.0,0.0,5.8
2023-01-03 17:00:00,0.0,6.0,6.3719287,0.0,0.0,6.0
2023-01-03 17:15:00,0.0,6.0,6.3719287,0.0,0.0,6.0
2023-01-03 17:30:00,0.0,5.8,6.22316,0.0,0.0,5.8
2023-01-03 17:45:00,0.0,5.8,6.22316,0.0,0.0,5.8
2023-01-03 18:00:00,0.0,5.8,5.9981213,0.0,0.0,5.8
2023-01-03 18:15:00,0.0,5.8,5.9981213,0.0,0.0,5.8
2023-01-03 18:30:00,0.0,6.0,6.163157,0.0,0.0,6.0
2023-01-03 18:45:00,0.0,6.0,6.163157,0.0,0.0,6.0
2023-01-03 19:00:00,0.0,6.0,6.0045657,0.0,0.012649437,6.0
2023-01-03 19:15:00,0.0,5.8,5.83953,0.0,0.012649437,5.8
2023-01-03 19:30:00,0.0,5.8,5.83953,0.0,0.012649437,5.8
2023-01-03 19:45:00,0.0,5.8,5.83953,0.0,0.012649437,5.8
2023-01-03 20:00:00,0.0,6.0,6.0068126,0.0,0.0,6.0
2023-01-03 20:15:00,0.0,6.0,6.0068126,0.0,0.0,6.0
2023-01-03 20:30:00,0.0,6.0,6.0068126,0.0,0.0,6.0
2023-01-03 20:45:00,0.0,6.0,6.0068126,0.0,0.0,6.0
2023-01-03 21:00:00,0.0,6.0,5.9754057,0.0,0.0,6.0
2023-01-03 21:15:00,0.0,6.0,5.9754057,0.0,0.0,6.0
2023-01-03 21:30:00,0.0,6.0,5.9754057,0.0,0.0,6.0
2023-01-03 21:45:00,0.0,6.2,6.132101,0.0,0.0,6.2
2023-01-03 22:00:00,0.0,6.0,5.8540506,0.0,0.0,6.0
2023-01-03 22:15:00,0.0,5.2,5.2310925,0.0,0.0,5.2
2023-01-03 22:30:00,0.0,5.4,5.388351,0.0,0.0,5.4
2023-01-03 22:45:00,0.0,5.4,5.388351,0.0,0.0,5.4
2023-01-03 23:00:00,0.0,5.4,5.375434,0.0,0.0,5.4
2023-01-03 23:15:00,0.0,5.4,5.375434,0.0,0.0,5.4
2023-01-03 23:30:00,0.0,5.0,4.849059,0.0,0.0,5.0
2023-01-03 23:45:00,0.0,5.8,5.676098,0.0,0.0,5.8
2023-01-04 00:00:00,0.0,5.6,5.5445414,0.0,0.011935248,5.6
2023-01-04 00:15:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 00:30:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 00:45:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 01:00:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 01:15:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 01:30:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 01:45:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 02:00:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 02:15:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 02:30:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 02:45:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 03:00:00,0.0,5.4,5.3706236,0.0,0.011935248,5.4
2023-01-04 03:15:00,0.0,5.6,5.5445414,0.0,0.011935248,5.6
2023-01-04 03:30:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 03:45:00,0.0,5.2,5.191583,0.0,0.008884613,5.2
2023-01-04 04:00:00,0.0,5.4,5.3665113,0.0,0.011935248,5.4
2023-01-04 04:15:00,0.0,5.4,5.3665113,0.0,0.011935248,5.4
2023-01-04 04:30:00,0.0,5.2,5.187471,0.0,0.008884613,5.2
2023-01-04 04:45:00,0.0,5.2,5.187471,0.0,0.008884613,5.2
2023-01-04 05:00:00,0.0,5.4,5.4399643,0.0,0.011935248,5.4
2023-01-04 05:15:00,0.0,6.2,6.0853624,0.0,0.013103762,6.2
2023-01-04 05:30:00,0.0,5.8,5.776271,0.0,0.013103762,5.8
2023-01-04 05:45:00,0.0,6.0,5.9204335,0.0,0.013103762,6.0
2023-01-04 06:00:00,0.0,6.2,6.802355,0.0,0.013103762,6.2
2023-01-04 06:15:00,0.0,6.0,6.7376804,0.0,0.013103762,6.0
2023-01-04 06:30:00,0.0,6.2,6.802355,0.0,0.013103762,6.2
2023-01-04 06:45:00,0.0,6.0,6.7376804,0.0,0.013103762,6.0
2023-01-04 07:00:00,0.0,6.0,7.684924,0.0,0.01247625,6.0
2023-01-04 07:15:00,0.0,7.2,8.14649,0.0,0.008427582,7.2
2023-01-04 07:30:00,0.0,7.4,8.03943,0.0,0.018714543,7.4
2023-01-04 07:45:00,0.0,7.4,8.03943,0.0,0.018714543,7.4
2023-01-04 08:00:00,0.0,7.4,8.694111,0.0,0.0,7.4
2023-01-04 08:15:00,0.0,7.8,8.966309,0.0,0.0,7.8
2023-01-04 08:30:00,0.0,8.0,9.102082,0.0,0.0,8.0
2023-01-04 08:45:00,0.0,7.2,8.791734,0.0,0.0,7.2
2023-01-04 09:00:00,0.2,7.0,9.04183,0.0,0.022807721,6.8
2023-01-04 09:15:00,0.0,7.0,8.981645,0.0,0.0,7.0
2023-01-04 09:30:00,0.2,7.600000000000001,8.875703,0.0,0.048539776,7.4
2023-01-04 09:45:00,0.6,8.0,9.03462,0.0,0.045495838,7.4
2023-01-04 10:00:00,0.4,7.4,9.023045,0.0,0.0,7.0
2023-01-04 10:15:00,0.8,7.2,8.84926,0.0,0.0,6.4
2023-01-04 10:30:00,1.0,7.2,9.1112,0.0,0.0,6.2
2023-01-04 10:45:00,0.8,7.6,9.040986,0.0,0.017493945,6.8
2023-01-04 11:00:00,0.6,7.399999999999999,8.699378,0.0,0.02941658,6.8
2023-01-04 11:15:00,2.2,7.2,8.856499,0.0,0.0,5.0
2023-01-04 11:30:00,1.8,7.399999999999999,9.723151,0.0,0.0,5.6
2023-01-04 11:45:00,2.8,7.399999999999999,8.69315,0.0,0.0,4.6
2023-01-04 12:00:00,1.8,8.6,9.978505,0.0,0.09007397,6.8
2023-01-04 12:15:00,2.2,8.600000000000001,10.092483,0.0,0.0832814,6.4
2023-01-04 12:30:00,2.2,7.600000000000001,9.359904,0.0,0.0542692,5.4
2023-01-04 12:45:00,2.2,7.8,9.797466,0.0,0.0542692,5.6
2023-01-04 13:00:00,1.4,7.199999999999999,9.308636,0.0,0.0418114,5.8
2023-01-04 13:15:00,1.4,6.800000000000001,8.81421,0.0,0.037664857,5.4
