timestamp,production_kw,consumption_kw,consumption_rule,feed_in_kw,feed_in_rule,grid_consumption_kw
2023-01-01 14:45:00,3.0,4.8,4.8,0.0,0.0,1.8
2023-01-01 15:00:00,2.2,5.2,5.2,0.0,0.0,3.0
2023-01-01 15:15:00,1.2,5.2,5.2,0.0,0.0,4.0
2023-01-01 15:30:00,1.0,4.8,4.8,0.0,0.0,3.8
2023-01-01 15:45:00,0.6,5.199999999999999,5.199999999999999,0.0,0.0,4.6
2023-01-01 16:00:00,0.2,5.0,5.0,0.0,0.0,4.8
2023-01-01 16:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-01 16:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-01 16:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 17:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 17:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 17:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 17:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-01 18:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 18:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 18:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 18:45:00,0.0,6.4,6.4,0.0,0.0,6.4
2023-01-01 19:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 19:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-01 19:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 19:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 20:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 20:15:00,0.0,6.4,6.4,0.0,0.0,6.4
2023-01-01 20:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 20:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 21:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 21:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 21:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 21:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-01 22:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-01 22:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-01 22:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-01 22:45:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-01 23:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-01 23:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-01 23:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-01 23:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 00:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 00:15:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 00:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 00:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 01:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 01:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 01:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 01:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 02:00:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 02:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 02:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 02:45:00,0.0,5.0,5.0,0.0,0.0,5.0
2023-01-02 03:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 03:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 03:30:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 03:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 04:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 04:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 04:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 04:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 05:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 05:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 05:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 05:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 06:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 06:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 06:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 06:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 07:00:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 07:15:00,0.0,6.4,6.4,0.0,0.0,6.4
2023-01-02 07:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 07:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 08:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 08:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 08:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 08:45:00,0.4,5.4,5.4,0.0,0.0,5.0
2023-01-02 09:00:00,1.0,5.0,5.0,0.0,0.0,4.0
2023-01-02 09:15:00,2.6,5.0,5.0,0.0,0.0,2.4
2023-01-02 09:30:00,5.0,5.0,8.967068759326109,0.4,0.0,0.4
2023-01-02 09:45:00,5.4,4.800000000000001,8.967068759326109,0.6,0.0,0.0
2023-01-02 10:00:00,4.0,5.2,5.2,0.0,0.0,1.2
2023-01-02 10:15:00,3.8,5.0,5.0,0.0,0.0,1.2
2023-01-02 10:30:00,3.4,5.0,5.0,0.0,0.0,1.6
2023-01-02 10:45:00,6.2,5.0,5.7152745938562015,1.4,0.48472540614379866,0.2
2023-01-02 11:00:00,8.2,5.199999999999999,6.306509896668913,3.0,1.8934901033310867,0.0
2023-01-02 11:15:00,16.0,5.0,6.306509896668913,11.0,9.693490103331087,0.0
2023-01-02 11:30:00,7.8,5.0,6.306509896668913,3.0,1.4934901033310872,0.2
2023-01-02 11:45:00,5.6,5.0,6.306509896668913,0.6,0.0,0.0
2023-01-02 12:00:00,7.8,5.0,5.222578508178944,2.8,2.577421491821056,0.0
2023-01-02 12:15:00,9.6,4.8,5.222578508178944,4.8,4.377421491821056,0.0
2023-01-02 12:30:00,8.6,5.0,5.222578508178944,3.6,3.377421491821056,0.0
2023-01-02 12:45:00,9.0,5.0,5.222578508178944,4.0,3.7774214918210562,0.0
2023-01-02 13:00:00,9.0,5.4,22.269863072612097,3.6,0.0,0.0
2023-01-02 13:15:00,7.6,5.199999999999999,22.269863072612097,2.4,0.0,0.0
2023-01-02 13:30:00,5.4,4.800000000000001,22.269863072612097,0.8,0.0,0.2
2023-01-02 13:45:00,2.6,5.0,5.0,0.0,0.0,2.4
2023-01-02 14:00:00,1.2,5.0,5.0,0.0,0.0,3.8
2023-01-02 14:15:00,0.6,5.199999999999999,5.199999999999999,0.0,0.0,4.6
2023-01-02 14:30:00,0.2,5.0,5.0,0.0,0.0,4.8
2023-01-02 14:45:00,0.2,4.8,4.8,0.0,0.0,4.6
2023-01-02 15:00:00,0.2,5.2,5.2,0.0,0.0,5.0
2023-01-02 15:15:00,0.0,5.0,5.0,0.0,0.0,5.0
2023-01-02 15:30:00,0.4,5.0,5.0,0.0,0.0,4.6
2023-01-02 15:45:00,0.4,5.2,5.2,0.0,0.0,4.8
2023-01-02 16:00:00,0.4,5.0,5.0,0.0,0.0,4.6
2023-01-02 16:15:00,0.0,5.0,5.0,0.0,0.0,5.0
2023-01-02 16:30:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 16:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 17:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 17:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 17:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 17:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 18:00:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 18:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 18:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 18:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 19:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 19:15:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-02 19:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 19:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 20:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 20:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 20:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 20:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 21:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 21:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-02 21:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 21:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-02 22:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-02 22:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 22:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 22:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-02 23:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 23:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 23:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-02 23:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 00:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 00:15:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-03 00:30:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-03 00:45:00,0.0,5.0,5.0,0.0,0.0,5.0
2023-01-03 01:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 01:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 01:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 01:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 02:00:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 02:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 02:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 02:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 03:00:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 03:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 03:30:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-03 03:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 04:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 04:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 04:30:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-03 04:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 05:00:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 05:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 05:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 05:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 06:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 06:15:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-03 06:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 06:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 07:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 07:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 07:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 07:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 08:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 08:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 08:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 08:45:00,0.2,5.0,5.0,0.0,0.0,4.8
2023-01-03 09:00:00,1.0,5.2,5.2,0.0,0.0,4.2
2023-01-03 09:15:00,2.4,5.2,5.4,0.2,0.0,3.0
2023-01-03 09:30:00,13.4,4.799999999999999,8.967068759326109,8.8,4.432931240673891,0.2
2023-01-03 09:45:00,26.4,5.999999999999996,8.967068759326109,20.6,17.432931240673888,0.2
2023-01-03 10:00:00,32.0,5.800000000000001,5.7152745938562015,26.2,26.2847254061438,0.0
2023-01-03 10:15:00,37.6,5.399999999999999,5.7152745938562015,32.2,31.8847254061438,0.0
2023-01-03 10:30:00,41.6,5.800000000000004,5.7152745938562015,35.8,35.8847254061438,0.0
2023-01-03 10:45:00,45.4,5.600000000000001,5.7152745938562015,39.8,39.6847254061438,0.0
2023-01-03 11:00:00,48.4,5.799999999999997,6.306509896668913,42.6,42.093490103331085,0.0
2023-01-03 11:15:00,51.4,5.600000000000001,6.306509896668913,45.8,45.093490103331085,0.0
2023-01-03 11:30:00,56.6,5.200000000000003,6.306509896668913,51.4,50.29349010333109,0.0
2023-01-03 11:45:00,57.0,5.600000000000001,6.306509896668913,51.4,50.69349010333109,0.0
2023-01-03 12:00:00,57.2,5.600000000000001,5.222578508178944,51.6,51.97742149182106,0.0
2023-01-03 12:15:00,58.0,6.200000000000003,5.222578508178944,51.8,52.77742149182106,0.0
2023-01-03 12:30:00,59.2,6.200000000000003,5.222578508178944,53.0,53.97742149182106,0.0
2023-01-03 12:45:00,59.6,6.200000000000003,5.222578508178944,53.4,54.37742149182106,0.0
2023-01-03 13:00:00,60.8,5.599999999999994,22.269863072612097,55.2,38.5301369273879,0.0
2023-01-03 13:15:00,59.6,5.200000000000003,22.269863072612097,54.4,37.330136927387905,0.0
2023-01-03 13:30:00,52.6,5.600000000000001,22.269863072612097,47.0,30.330136927387905,0.0
2023-01-03 13:45:00,48.4,5.0,22.269863072612097,43.4,26.130136927387902,0.0
2023-01-03 14:00:00,56.6,5.200000000000003,9.656843279274272,51.4,46.94315672072573,0.0
2023-01-03 14:15:00,49.2,5.400000000000006,9.656843279274272,43.8,39.54315672072573,0.0
2023-01-03 14:30:00,17.2,5.399999999999999,9.656843279274272,11.8,7.543156720725728,0.0
2023-01-03 14:45:00,6.0,5.600000000000001,9.656843279274272,0.6,0.0,0.2
2023-01-03 15:00:00,7.8,6.0,9.952460930680628,1.8,0.0,0.0
2023-01-03 15:15:00,6.4,5.4,9.952460930680628,1.2,0.0,0.2
2023-01-03 15:30:00,2.2,5.0,5.0,0.0,0.0,2.8
2023-01-03 15:45:00,1.0,5.0,5.0,0.0,0.0,4.0
2023-01-03 16:00:00,0.4,5.0,5.0,0.0,0.0,4.6
2023-01-03 16:15:00,0.4,5.0,5.0,0.0,0.0,4.6
2023-01-03 16:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 16:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 17:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 17:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 17:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 17:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 18:00:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 18:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 18:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 18:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 19:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 19:15:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 19:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 19:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-03 20:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 20:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 20:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 20:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 21:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 21:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 21:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 21:45:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-03 22:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-03 22:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-03 22:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 22:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 23:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 23:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-03 23:30:00,0.0,5.0,5.0,0.0,0.0,5.0
2023-01-03 23:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-04 00:00:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-04 00:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 00:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 00:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 01:00:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 01:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 01:30:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 01:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 02:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 02:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 02:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 02:45:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 03:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 03:15:00,0.0,5.6,5.6,0.0,0.0,5.6
2023-01-04 03:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 03:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 04:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 04:15:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 04:30:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 04:45:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 05:00:00,0.0,5.4,5.4,0.0,0.0,5.4
2023-01-04 05:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-04 05:30:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-04 05:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 06:00:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-04 06:15:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 06:30:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-04 06:45:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 07:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 07:15:00,0.0,7.2,7.2,0.0,0.0,7.2
2023-01-04 07:30:00,0.0,7.4,7.4,0.0,0.0,7.4
2023-01-04 07:45:00,0.0,7.4,7.4,0.0,0.0,7.4
2023-01-04 08:00:00,0.0,7.4,7.4,0.0,0.0,7.4
2023-01-04 08:15:00,0.0,7.8,7.8,0.0,0.0,7.8
2023-01-04 08:30:00,0.0,8.0,8.0,0.0,0.0,8.0
2023-01-04 08:45:00,0.0,7.2,7.2,0.0,0.0,7.2
2023-01-04 09:00:00,0.2,7.0,7.0,0.0,0.0,6.8
2023-01-04 09:15:00,0.0,7.0,7.0,0.0,0.0,7.0
2023-01-04 09:30:00,0.2,7.600000000000001,7.6000000000000005,0.0,0.0,7.4
2023-01-04 09:45:00,0.6,8.0,8.0,0.0,0.0,7.4
2023-01-04 10:00:00,0.4,7.4,7.4,0.0,0.0,7.0
2023-01-04 10:15:00,0.8,7.2,7.2,0.0,0.0,6.4
2023-01-04 10:30:00,1.0,7.2,7.2,0.0,0.0,6.2
2023-01-04 10:45:00,0.8,7.6,7.6,0.0,0.0,6.8
2023-01-04 11:00:00,0.6,7.399999999999999,7.3999999999999995,0.0,0.0,6.8
2023-01-04 11:15:00,2.2,7.2,7.2,0.0,0.0,5.0
2023-01-04 11:30:00,1.8,7.399999999999999,7.3999999999999995,0.0,0.0,5.6
2023-01-04 11:45:00,2.8,7.399999999999999,7.3999999999999995,0.0,0.0,4.6
2023-01-04 12:00:00,1.8,8.6,8.6,0.0,0.0,6.8
2023-01-04 12:15:00,2.2,8.600000000000001,8.600000000000001,0.0,0.0,6.4
2023-01-04 12:30:00,2.2,7.600000000000001,7.6000000000000005,0.0,0.0,5.4
2023-01-04 12:45:00,2.2,7.8,7.8,0.0,0.0,5.6
2023-01-04 13:00:00,1.4,7.199999999999999,7.199999999999999,0.0,0.0,5.8
2023-01-04 13:15:00,1.4,6.800000000000001,6.800000000000001,0.0,0.0,5.4
2023-01-04 13:30:00,2.0,7.2,7.2,0.0,0.0,5.2
2023-01-04 13:45:00,2.8,7.399999999999999,7.3999999999999995,0.0,0.0,4.6
2023-01-04 14:00:00,2.8,7.0,7.0,0.0,0.0,4.2
2023-01-04 14:15:00,1.8,7.6,7.6,0.0,0.0,5.8
2023-01-04 14:30:00,2.2,7.2,7.2,0.0,0.0,5.0
2023-01-04 14:45:00,1.8,7.0,7.0,0.0,0.0,5.2
2023-01-04 15:00:00,1.4,6.6,6.6,0.0,0.0,5.2
2023-01-04 15:15:00,1.6,6.0,6.0,0.0,0.0,4.4
2023-01-04 15:30:00,0.6,6.399999999999999,6.3999999999999995,0.0,0.0,5.8
2023-01-04 15:45:00,0.2,6.2,6.2,0.0,0.0,6.0
2023-01-04 16:00:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 16:15:00,0.0,5.2,5.2,0.0,0.0,5.2
2023-01-04 16:30:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 16:45:00,0.0,5.8,5.8,0.0,0.0,5.8
2023-01-04 17:00:00,0.0,6.0,6.0,0.0,0.0,6.0
2023-01-04 17:15:00,0.0,6.2,6.2,0.0,0.0,6.2
2023-01-04 17:30:00,0.0,5.8,5.8,0.0,0.0,5.8
