timestamp,production_kw,consumption_kw,consumption_reconstructed,feed_in_kw,grid_consumption_kw,error
2023-01-01 06:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-01 06:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 07:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 07:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-01 07:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 07:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 08:00:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-01 08:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 08:30:00,0.2,5.600000000000001,5.6,0.0,5.4,-1.7763568394002505e-15
2023-01-01 08:45:00,0.4,5.2,5.2,0.0,4.8,0.0
2023-01-01 09:00:00,1.2,4.8,4.8,0.0,3.6,0.0
2023-01-01 09:15:00,6.0,4.800000000000001,4.8,1.6,0.4,-8.881784197001252e-16
2023-01-01 09:30:00,9.0,5.0,5.0,4.0,0.0,0.0
2023-01-01 09:45:00,15.6,4.799999999999999,4.8,10.8,0.0,8.881784197001252e-16
2023-01-01 10:00:00,17.8,4.800000000000001,4.8,13.0,0.0,-8.881784197001252e-16
2023-01-01 10:15:00,20.4,4.999999999999998,5.0,15.4,0.0,1.7763568394002505e-15
2023-01-01 10:30:00,17.6,4.800000000000001,4.8,12.8,0.0,-8.881784197001252e-16
2023-01-01 10:45:00,5.8,5.600000000000001,5.6,0.6,0.4,-1.7763568394002505e-15
2023-01-01 11:00:00,3.0,5.0,5.0,0.0,2.0,0.0
2023-01-01 11:15:00,2.2,5.2,5.2,0.0,3.0,0.0
2023-01-01 11:30:00,3.4,5.0,5.0,0.0,1.6,0.0
2023-01-01 11:45:00,2.6,5.0,5.0,0.0,2.4,0.0
2023-01-01 12:00:00,3.6,5.0,5.0,0.0,1.4,0.0
2023-01-01 12:15:00,4.0,4.8,4.8,0.2,1.0,0.0
2023-01-01 12:30:00,3.4,5.0,5.0,0.0,1.6,0.0
2023-01-01 12:45:00,5.0,5.199999999999999,5.2,0.4,0.6,8.881784197001252e-16
2023-01-01 13:00:00,6.8,5.199999999999999,5.2,1.6,0.0,8.881784197001252e-16
2023-01-01 13:15:00,7.8,5.0,5.0,2.8,0.0,0.0
2023-01-01 13:30:00,7.8,5.199999999999999,5.2,2.6,0.0,8.881784197001252e-16
2023-01-01 13:45:00,10.0,5.0,5.0,5.0,0.0,0.0
2023-01-01 14:00:00,7.4,5.0,5.0,2.4,0.0,0.0
2023-01-01 14:15:00,3.6,5.0,5.0,0.2,1.6,0.0
2023-01-01 14:30:00,2.4,5.199999999999999,5.2,0.0,2.8,8.881784197001252e-16
2023-01-01 14:45:00,3.0,4.8,4.8,0.0,1.8,0.0
2023-01-01 15:00:00,2.2,5.2,5.2,0.0,3.0,0.0
2023-01-01 15:15:00,1.2,5.2,5.2,0.0,4.0,0.0
2023-01-01 15:30:00,1.0,4.8,4.8,0.0,3.8,0.0
2023-01-01 15:45:00,0.6,5.199999999999999,5.2,0.0,4.6,8.881784197001252e-16
2023-01-01 16:00:00,0.2,5.0,5.0,0.0,4.8,0.0
2023-01-01 16:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-01 16:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-01 16:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 17:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 17:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 17:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 17:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-01 18:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 18:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 18:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 18:45:00,0.0,6.4,6.4,0.0,6.4,0.0
2023-01-01 19:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 19:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-01 19:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 19:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 20:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 20:15:00,0.0,6.4,6.4,0.0,6.4,0.0
2023-01-01 20:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 20:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 21:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 21:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 21:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 21:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-01 22:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-01 22:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-01 22:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-01 22:45:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-01 23:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-01 23:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-01 23:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-01 23:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 00:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 00:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 00:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 00:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 01:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 01:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 01:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 01:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 02:00:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 02:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 02:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 02:45:00,0.0,5.0,5.0,0.0,5.0,0.0
2023-01-02 03:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 03:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 03:30:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 03:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 04:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 04:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 04:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 04:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 05:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 05:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 05:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 05:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 06:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 06:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 06:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 06:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 07:00:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 07:15:00,0.0,6.4,6.4,0.0,6.4,0.0
2023-01-02 07:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 07:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 08:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 08:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 08:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 08:45:00,0.4,5.4,5.4,0.0,5.0,0.0
2023-01-02 09:00:00,1.0,5.0,5.0,0.0,4.0,0.0
2023-01-02 09:15:00,2.6,5.0,5.0,0.0,2.4,0.0
2023-01-02 09:30:00,5.0,5.0,5.0,0.4,0.4,0.0
2023-01-02 09:45:00,5.4,4.800000000000001,4.8,0.6,0.0,-8.881784197001252e-16
2023-01-02 10:00:00,4.0,5.2,5.2,0.0,1.2,0.0
2023-01-02 10:15:00,3.8,5.0,5.0,0.0,1.2,0.0
2023-01-02 10:30:00,3.4,5.0,5.0,0.0,1.6,0.0
2023-01-02 10:45:00,6.2,5.0,5.0,1.4,0.2,0.0
2023-01-02 11:00:00,8.2,5.199999999999999,5.2,3.0,0.0,8.881784197001252e-16
2023-01-02 11:15:00,16.0,5.0,5.0,11.0,0.0,0.0
2023-01-02 11:30:00,7.8,5.0,5.0,3.0,0.2,0.0
2023-01-02 11:45:00,5.6,5.0,5.0,0.6,0.0,0.0
2023-01-02 12:00:00,7.8,5.0,5.0,2.8,0.0,0.0
2023-01-02 12:15:00,9.6,4.8,4.8,4.8,0.0,0.0
2023-01-02 12:30:00,8.6,5.0,5.0,3.6,0.0,0.0
2023-01-02 12:45:00,9.0,5.0,5.0,4.0,0.0,0.0
2023-01-02 13:00:00,9.0,5.4,5.4,3.6,0.0,0.0
2023-01-02 13:15:00,7.6,5.199999999999999,5.2,2.4,0.0,8.881784197001252e-16
2023-01-02 13:30:00,5.4,4.800000000000001,4.8,0.8,0.2,-8.881784197001252e-16
2023-01-02 13:45:00,2.6,5.0,5.0,0.0,2.4,0.0
2023-01-02 14:00:00,1.2,5.0,5.0,0.0,3.8,0.0
2023-01-02 14:15:00,0.6,5.199999999999999,5.2,0.0,4.6,8.881784197001252e-16
2023-01-02 14:30:00,0.2,5.0,5.0,0.0,4.8,0.0
2023-01-02 14:45:00,0.2,4.8,4.8,0.0,4.6,0.0
2023-01-02 15:00:00,0.2,5.2,5.2,0.0,5.0,0.0
2023-01-02 15:15:00,0.0,5.0,5.0,0.0,5.0,0.0
2023-01-02 15:30:00,0.4,5.0,5.0,0.0,4.6,0.0
2023-01-02 15:45:00,0.4,5.2,5.2,0.0,4.8,0.0
2023-01-02 16:00:00,0.4,5.0,5.0,0.0,4.6,0.0
2023-01-02 16:15:00,0.0,5.0,5.0,0.0,5.0,0.0
2023-01-02 16:30:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 16:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 17:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 17:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 17:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 17:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 18:00:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 18:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 18:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 18:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 19:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 19:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-02 19:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 19:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 20:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 20:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 20:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 20:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 21:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 21:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-02 21:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 21:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-02 22:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-02 22:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 22:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 22:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-02 23:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 23:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 23:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-02 23:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 00:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 00:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-03 00:30:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-03 00:45:00,0.0,5.0,5.0,0.0,5.0,0.0
2023-01-03 01:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 01:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 01:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 01:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 02:00:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 02:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 02:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 02:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 03:00:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 03:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 03:30:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-03 03:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 04:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 04:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 04:30:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-03 04:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 05:00:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 05:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 05:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 05:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 06:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 06:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-03 06:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 06:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 07:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 07:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 07:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 07:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 08:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 08:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 08:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 08:45:00,0.2,5.0,5.0,0.0,4.8,0.0
2023-01-03 09:00:00,1.0,5.2,5.2,0.0,4.2,0.0
2023-01-03 09:15:00,2.4,5.2,5.2,0.2,3.0,0.0
2023-01-03 09:30:00,13.4,4.799999999999999,4.8,8.8,0.2,8.881784197001252e-16
2023-01-03 09:45:00,26.4,5.999999999999996,6.0,20.6,0.2,4.440892098500626e-15
2023-01-03 10:00:00,32.0,5.800000000000001,5.8,26.2,0.0,-8.881784197001252e-16
2023-01-03 10:15:00,37.6,5.399999999999999,5.4,32.2,0.0,1.7763568394002505e-15
2023-01-03 10:30:00,41.6,5.800000000000004,5.8,35.8,0.0,-4.440892098500626e-15
2023-01-03 10:45:00,45.4,5.600000000000001,5.6,39.8,0.0,-1.7763568394002505e-15
2023-01-03 11:00:00,48.4,5.799999999999997,5.8,42.6,0.0,2.6645352591003757e-15
2023-01-03 11:15:00,51.4,5.600000000000001,5.6,45.8,0.0,-1.7763568394002505e-15
2023-01-03 11:30:00,56.6,5.200000000000003,5.2,51.4,0.0,-2.6645352591003757e-15
2023-01-03 11:45:00,57.0,5.600000000000001,5.6,51.4,0.0,-1.7763568394002505e-15
2023-01-03 12:00:00,57.2,5.600000000000001,5.6,51.6,0.0,-1.7763568394002505e-15
2023-01-03 12:15:00,58.0,6.200000000000003,6.2,51.8,0.0,-2.6645352591003757e-15
2023-01-03 12:30:00,59.2,6.200000000000003,6.2,53.0,0.0,-2.6645352591003757e-15
2023-01-03 12:45:00,59.6,6.200000000000003,6.2,53.4,0.0,-2.6645352591003757e-15
2023-01-03 13:00:00,60.8,5.599999999999994,5.6,55.2,0.0,5.329070518200751e-15
2023-01-03 13:15:00,59.6,5.200000000000003,5.2,54.4,0.0,-2.6645352591003757e-15
2023-01-03 13:30:00,52.6,5.600000000000001,5.6,47.0,0.0,-1.7763568394002505e-15
2023-01-03 13:45:00,48.4,5.0,5.0,43.4,0.0,0.0
2023-01-03 14:00:00,56.6,5.200000000000003,5.2,51.4,0.0,-2.6645352591003757e-15
2023-01-03 14:15:00,49.2,5.400000000000006,5.4,43.8,0.0,-5.329070518200751e-15
2023-01-03 14:30:00,17.2,5.399999999999999,5.4,11.8,0.0,1.7763568394002505e-15
2023-01-03 14:45:00,6.0,5.600000000000001,5.6,0.6,0.2,-1.7763568394002505e-15
2023-01-03 15:00:00,7.8,6.0,6.0,1.8,0.0,0.0
2023-01-03 15:15:00,6.4,5.4,5.4,1.2,0.2,0.0
2023-01-03 15:30:00,2.2,5.0,5.0,0.0,2.8,0.0
2023-01-03 15:45:00,1.0,5.0,5.0,0.0,4.0,0.0
2023-01-03 16:00:00,0.4,5.0,5.0,0.0,4.6,0.0
2023-01-03 16:15:00,0.4,5.0,5.0,0.0,4.6,0.0
2023-01-03 16:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 16:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 17:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 17:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 17:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 17:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 18:00:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 18:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 18:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 18:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 19:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 19:15:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 19:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 19:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-03 20:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 20:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 20:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 20:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 21:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 21:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 21:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 21:45:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-03 22:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-03 22:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-03 22:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 22:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 23:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 23:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-03 23:30:00,0.0,5.0,5.0,0.0,5.0,0.0
2023-01-03 23:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-04 00:00:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-04 00:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 00:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 00:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 01:00:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 01:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 01:30:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 01:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 02:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 02:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 02:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 02:45:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 03:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 03:15:00,0.0,5.6,5.6,0.0,5.6,0.0
2023-01-04 03:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 03:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 04:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 04:15:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 04:30:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 04:45:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 05:00:00,0.0,5.4,5.4,0.0,5.4,0.0
2023-01-04 05:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-04 05:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-04 05:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 06:00:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-04 06:15:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 06:30:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-04 06:45:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 07:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 07:15:00,0.0,7.2,7.2,0.0,7.2,0.0
2023-01-04 07:30:00,0.0,7.4,7.4,0.0,7.4,0.0
2023-01-04 07:45:00,0.0,7.4,7.4,0.0,7.4,0.0
2023-01-04 08:00:00,0.0,7.4,7.4,0.0,7.4,0.0
2023-01-04 08:15:00,0.0,7.8,7.8,0.0,7.8,0.0
2023-01-04 08:30:00,0.0,8.0,8.0,0.0,8.0,0.0
2023-01-04 08:45:00,0.0,7.2,7.2,0.0,7.2,0.0
2023-01-04 09:00:00,0.2,7.0,7.0,0.0,6.8,0.0
2023-01-04 09:15:00,0.0,7.0,7.0,0.0,7.0,0.0
2023-01-04 09:30:00,0.2,7.600000000000001,7.6,0.0,7.4,-1.7763568394002505e-15
2023-01-04 09:45:00,0.6,8.0,8.0,0.0,7.4,0.0
2023-01-04 10:00:00,0.4,7.4,7.4,0.0,7.0,0.0
2023-01-04 10:15:00,0.8,7.2,7.2,0.0,6.4,0.0
2023-01-04 10:30:00,1.0,7.2,7.2,0.0,6.2,0.0
2023-01-04 10:45:00,0.8,7.6,7.6,0.0,6.8,0.0
2023-01-04 11:00:00,0.6,7.399999999999999,7.4,0.0,6.8,1.7763568394002505e-15
2023-01-04 11:15:00,2.2,7.2,7.2,0.0,5.0,0.0
2023-01-04 11:30:00,1.8,7.399999999999999,7.4,0.0,5.6,1.7763568394002505e-15
2023-01-04 11:45:00,2.8,7.399999999999999,7.4,0.0,4.6,1.7763568394002505e-15
2023-01-04 12:00:00,1.8,8.6,8.6,0.0,6.8,0.0
2023-01-04 12:15:00,2.2,8.600000000000001,8.6,0.0,6.4,-1.7763568394002505e-15
2023-01-04 12:30:00,2.2,7.600000000000001,7.6,0.0,5.4,-1.7763568394002505e-15
2023-01-04 12:45:00,2.2,7.8,7.8,0.0,5.6,0.0
2023-01-04 13:00:00,1.4,7.199999999999999,7.2,0.0,5.8,8.881784197001252e-16
2023-01-04 13:15:00,1.4,6.800000000000001,6.8,0.0,5.4,-8.881784197001252e-16
2023-01-04 13:30:00,2.0,7.2,7.2,0.0,5.2,0.0
2023-01-04 13:45:00,2.8,7.399999999999999,7.4,0.0,4.6,1.7763568394002505e-15
2023-01-04 14:00:00,2.8,7.0,7.0,0.0,4.2,0.0
2023-01-04 14:15:00,1.8,7.6,7.6,0.0,5.8,0.0
2023-01-04 14:30:00,2.2,7.2,7.2,0.0,5.0,0.0
2023-01-04 14:45:00,1.8,7.0,7.0,0.0,5.2,0.0
2023-01-04 15:00:00,1.4,6.6,6.6,0.0,5.2,0.0
2023-01-04 15:15:00,1.6,6.0,6.0,0.0,4.4,0.0
2023-01-04 15:30:00,0.6,6.399999999999999,6.4,0.0,5.8,1.7763568394002505e-15
2023-01-04 15:45:00,0.2,6.2,6.2,0.0,6.0,0.0
2023-01-04 16:00:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 16:15:00,0.0,5.2,5.2,0.0,5.2,0.0
2023-01-04 16:30:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 16:45:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-04 17:00:00,0.0,6.0,6.0,0.0,6.0,0.0
2023-01-04 17:15:00,0.0,6.2,6.2,0.0,6.2,0.0
2023-01-04 17:30:00,0.0,5.8,5.8,0.0,5.8,0.0
2023-01-04 17:45:00,0.0,6.0,6.0,0.0,6.0,0.0
